質問ID,質問タイトル,質問文,党派名,回答,人数,候補者数,割合
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,若者の所得向上や雇用環境の改善,3,15,0.2
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,回答しない,1,15,0.06666666666666667
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,子育て世帯に対する経済支援の強化,1,15,0.06666666666666667
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,れいわ,教育の実質無償化,4,7,0.5714285714285714
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,れいわ,子育て世帯に対する経済支援の強化,2,7,0.2857142857142857
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,れいわ,若者の所得向上や雇用環境の改善,1,7,0.14285714285714285
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,参政,回答しない,1,1,1.0
9,少子化対策で最優先すべきこと,少子化対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,共産,教育の実質無償化,1,1,1.0
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,自民,全世代の国民や企業が幅広く負担すべき,38,47,0.8085106382978723
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,自民,回答しない,4,47,0.0851063829787234
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,自民,所得が多い人や大企業が負担すべき,3,47,0.06382978723404255
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,自民,子ども世代が将来負担すべき,2,47,0.0425531914893617
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,立民,全世代の国民や企業が幅広く負担すべき,27,43,0.627906976744186
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,立民,所得が多い人や大企業が負担すべき,15,43,0.3488372093023256
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,立民,回答しない,1,43,0.023255813953488372
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,全世代の国民や企業が幅広く負担すべき,13,16,0.8125
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,国民,回答しない,3,16,0.1875
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,維新,回答しない,9,15,0.6
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,維新,全世代の国民や企業が幅広く負担すべき,5,15,0.3333333333333333
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,維新,所得が多い人や大企業が負担すべき,1,15,0.06666666666666667
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,れいわ,回答しない,7,7,1.0
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,参政,回答しない,1,1,1.0
10,少子化対策の財源　誰が負担すべきか,少子化対策強化のための財源は、歳出改革に加え、主に誰が負担すべきだと考えますか。,共産,所得が多い人や大企業が負担すべき,1,1,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,撤廃するべき,29,47,0.6170212765957447
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,撤廃する必要はない,13,47,0.2765957446808511
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,自民,回答しない,5,47,0.10638297872340426
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,立民,撤廃するべき,41,43,0.9534883720930233
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,立民,撤廃する必要はない,1,43,0.023255813953488372
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,立民,回答しない,1,43,0.023255813953488372
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,国民,撤廃するべき,15,16,0.9375
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,国民,撤廃する必要はない,1,16,0.0625
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,維新,撤廃するべき,15,15,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,れいわ,撤廃するべき,7,7,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,参政,撤廃するべき,1,1,1.0
11,高校無償化　所得制限撤廃の賛否,高校の授業料無償化の所得制限についてどう考えますか。,共産,撤廃するべき,1,1,1.0
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,今の程度でよい,29,47,0.6170212765957447
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,さらに強化すべき,12,47,0.2553191489361702
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,自民,回答なし,6,47,0.1276595744680851
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,回答なし,32,43,0.7441860465116279
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,強化する必要はない,10,43,0.23255813953488372
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,立民,回答しない,1,43,0.023255813953488372
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,回答なし,9,16,0.5625
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,今の程度でよい,5,16,0.3125
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,回答しない,1,16,0.0625
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,国民,さらに強化すべき,1,16,0.0625
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,今の程度でよい,9,15,0.6
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,回答なし,4,15,0.26666666666666666
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,維新,さらに強化すべき,2,15,0.13333333333333333
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,れいわ,強化する必要はない,7,7,1.0
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,参政,回答しない,1,1,1.0
12,防衛力強化　5年間で43兆円の是非,政府は、5年間で43兆円程度の防衛費を確保する方針で防衛力の抜本的強化を進めています。これについてどう考えますか。,共産,強化する必要はない,1,1,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,賛成,24,47,0.5106382978723404
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,回答しない,12,47,0.2553191489361702
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,自民,反対,11,47,0.23404255319148937
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,立民,反対,41,43,0.9534883720930233
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,立民,賛成,1,43,0.023255813953488372
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,立民,回答しない,1,43,0.023255813953488372
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,国民,反対,16,16,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,維新,反対,14,15,0.9333333333333333
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,維新,回答しない,1,15,0.06666666666666667
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,れいわ,反対,7,7,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,参政,回答しない,1,1,1.0
13,防衛増税の賛否,防衛費増額の財源をまかなうための増税に賛成ですか。反対ですか。,共産,反対,1,1,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,維持すべき,33,47,0.7021276595744681
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,見直すべき,7,47,0.14893617021276595
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,自民,回答しない,7,47,0.14893617021276595
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,立民,維持すべき,43,43,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,維持すべき,13,16,0.8125
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,回答しない,2,16,0.125
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,国民,見直すべき,1,16,0.0625
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,維新,見直すべき,10,15,0.6666666666666666
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,維新,回答しない,3,15,0.2
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,維新,維持すべき,2,15,0.13333333333333333
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,れいわ,維持すべき,7,7,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,参政,回答しない,1,1,1.0
14,非核三原則をどうすべきか,核兵器について「持たず、作らず、持ち込ませず」と定めている「非核三原則」についてどう考えますか。,共産,維持すべき,1,1,1.0
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,自民,必要がある,47,47,1.0
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,立民,必要はない,32,43,0.7441860465116279
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,立民,必要がある,6,43,0.13953488372093023
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,立民,回答しない,5,43,0.11627906976744186
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,国民,必要がある,14,16,0.875
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,国民,必要はない,1,16,0.0625
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,国民,回答しない,1,16,0.0625
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,維新,必要がある,15,15,1.0
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,れいわ,必要はない,7,7,1.0
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,参政,回答しない,1,1,1.0
15,憲法改正の要否,今の憲法を改正する必要があると考えますか。必要はないと考えますか。,共産,必要はない,1,1,1.0
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,自民,賛成,47,47,1.0
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,立民,反対,40,43,0.9302325581395349
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,立民,回答しない,3,43,0.06976744186046512
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,国民,賛成,9,16,0.5625
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,国民,回答しない,4,16,0.25
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,国民,反対,3,16,0.1875
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,維新,賛成,13,15,0.8666666666666667
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,維新,回答しない,2,15,0.13333333333333333
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,れいわ,反対,7,7,1.0
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,参政,回答しない,1,1,1.0
16,自衛隊明記で9条改正の賛否,憲法9条を改正し、自衛隊を明記することに賛成ですか。反対ですか。,共産,反対,1,1,1.0
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,自民,賛成,47,47,1.0
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,立民,反対,39,43,0.9069767441860465
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,立民,回答しない,4,43,0.09302325581395349
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,国民,賛成,11,16,0.6875
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,国民,反対,4,16,0.25
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,国民,回答しない,1,16,0.0625
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,維新,賛成,12,15,0.8
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,維新,回答しない,2,15,0.13333333333333333
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,維新,反対,1,15,0.06666666666666667
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,れいわ,反対,7,7,1.0
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,参政,反対,1,1,1.0
17,緊急事態条項創設で憲法改正の賛否,大規模な災害やテロなどの緊急事態が発生したときに、政府の権限を一時的に強めたり、国会議員の任期を延長したりする「緊急事態条項」を、憲法を改正して設けることに賛成ですか。反対ですか。,共産,反対,1,1,1.0
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,自民,賛成,17,47,0.3617021276595745
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,自民,反対,16,47,0.3404255319148936
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,自民,回答しない,14,47,0.2978723404255319
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,立民,賛成,39,43,0.9069767441860465
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,立民,回答しない,3,43,0.06976744186046512
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,立民,反対,1,43,0.023255813953488372
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,国民,賛成,12,16,0.75
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,国民,回答しない,3,16,0.1875
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,国民,反対,1,16,0.0625
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,維新,回答しない,11,15,0.7333333333333333
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,維新,賛成,3,15,0.2
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,維新,反対,1,15,0.06666666666666667
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,れいわ,回答しない,7,7,1.0
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,参政,回答しない,1,1,1.0
18,女性天皇の賛否,女性が天皇になるのを認めることに賛成ですか。反対ですか。,共産,賛成,1,1,1.0
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,自民,反対,37,47,0.7872340425531915
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,自民,回答しない,7,47,0.14893617021276595
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,自民,賛成,3,47,0.06382978723404255
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,立民,賛成,29,43,0.6744186046511628
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,立民,反対,7,43,0.16279069767441862
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,立民,回答しない,7,43,0.16279069767441862
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,国民,反対,9,16,0.5625
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,国民,回答しない,5,16,0.3125
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,国民,賛成,2,16,0.125
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,維新,反対,12,15,0.8
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,維新,回答しない,2,15,0.13333333333333333
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,維新,賛成,1,15,0.06666666666666667
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,れいわ,回答しない,7,7,1.0
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,参政,反対,1,1,1.0
19,女系天皇が皇位を継承すること賛否,女性天皇の子どもが皇位を継承すること、つまり「女系」の天皇を認めることに賛成ですか。反対ですか。,共産,賛成,1,1,1.0
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,自民,今の程度でよい,26,47,0.5531914893617021
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,自民,高めるべき,13,47,0.2765957446808511
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,自民,下げるべき,7,47,0.14893617021276595
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,自民,回答しない,1,47,0.02127659574468085
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,立民,下げるべき,24,43,0.5581395348837209
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,立民,ゼロにすべき,17,43,0.3953488372093023
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,立民,回答しない,1,43,0.023255813953488372
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,立民,今の程度でよい,1,43,0.023255813953488372
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,国民,今の程度でよい,6,16,0.375
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,国民,回答しない,4,16,0.25
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,国民,高めるべき,4,16,0.25
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,国民,下げるべき,2,16,0.125
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,維新,今の程度でよい,9,15,0.6
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,維新,下げるべき,3,15,0.2
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,維新,ゼロにすべき,1,15,0.06666666666666667
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,維新,回答しない,1,15,0.06666666666666667
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,維新,高めるべき,1,15,0.06666666666666667
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,れいわ,ゼロにすべき,7,7,1.0
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,参政,回答しない,1,1,1.0
20,原子力発電の依存度をどうすべきか,原子力発電への依存度を今後どうすべきだと考えますか。,共産,ゼロにすべき,1,1,1.0
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,自民,主力電源とするべき,25,47,0.5319148936170213
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,自民,今の程度でよい,18,47,0.3829787234042553
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,自民,回答しない,3,47,0.06382978723404255
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,自民,減らすべき,1,47,0.02127659574468085
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,立民,主力電源とするべき,30,43,0.6976744186046512
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,立民,すべての電源を再エネでまかなうべき,11,43,0.2558139534883721
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,立民,今の程度でよい,2,43,0.046511627906976744
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,国民,今の程度でよい,6,16,0.375
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,国民,主力電源とするべき,5,16,0.3125
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,国民,回答しない,4,16,0.25
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,国民,減らすべき,1,16,0.0625
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,維新,主力電源とするべき,11,15,0.7333333333333333
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,維新,今の程度でよい,3,15,0.2
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,維新,回答しない,1,15,0.06666666666666667
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,れいわ,すべての電源を再エネでまかなうべき,6,7,0.8571428571428571
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,れいわ,主力電源とするべき,1,7,0.14285714285714285
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,参政,回答しない,1,1,1.0
21,再エネの割合をどうすべきか,電源構成に占める再生可能エネルギーの割合を今後どうすべきだと考えますか。,共産,すべての電源を再エネでまかなうべき,1,1,1.0
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,自民,賛成,17,47,0.3617021276595745
22,選択的夫婦別姓の賛否,夫婦が希望すれば結婚前の姓を名乗れる「選択的夫婦別姓」の導入に賛成ですか。反対ですか。,自民,反対,15,47,0.3191489361702128
