質問ID,質問タイトル,質問文,政党名,回答,人数,候補者数,割合
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,減税,133,163,0.8159509202453987
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,賃上げ環境の整備,16,163,0.09815950920245399
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,家計への支援,10,163,0.06134969325153374
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,事業者への支援,2,163,0.012269938650306749
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,維新,低所得世帯への支援,2,163,0.012269938650306749
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,立民,賃上げ環境の整備,75,207,0.36231884057971014
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,立民,家計への支援,67,207,0.32367149758454106
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,立民,減税,42,207,0.2028985507246377
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,立民,低所得世帯への支援,20,207,0.0966183574879227
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,立民,事業者への支援,2,207,0.00966183574879227
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,立民,回答しない,1,207,0.004830917874396135
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,賃上げ環境の整備,28,81,0.345679012345679
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,減税,23,81,0.2839506172839506
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,家計への支援,12,81,0.14814814814814814
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,低所得世帯への支援,9,81,0.1111111111111111
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,回答しない,4,81,0.04938271604938271
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,回答なし,3,81,0.037037037037037035
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,無,事業者への支援,2,81,0.024691358024691357
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,公明,賃上げ環境の整備,6,11,0.5454545454545454
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,公明,家計への支援,4,11,0.36363636363636365
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,公明,低所得世帯への支援,1,11,0.09090909090909091
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,国民,減税,20,41,0.4878048780487805
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,国民,賃上げ環境の整備,13,41,0.3170731707317073
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,国民,家計への支援,6,41,0.14634146341463414
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,国民,回答なし,1,41,0.024390243902439025
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,国民,低所得世帯への支援,1,41,0.024390243902439025
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,れいわ,減税,19,19,1.0
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,みんな,減税,3,6,0.5
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,みんな,低所得世帯への支援,1,6,0.16666666666666666
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,みんな,回答しない,1,6,0.16666666666666666
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,みんな,賃上げ環境の整備,1,6,0.16666666666666666
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,諸派,減税,5,7,0.7142857142857143
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,諸派,家計への支援,1,7,0.14285714285714285
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,諸派,賃上げ環境の整備,1,7,0.14285714285714285
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,社民,低所得世帯への支援,3,10,0.3
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,社民,賃上げ環境の整備,3,10,0.3
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,社民,減税,3,10,0.3
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,社民,家計への支援,1,10,0.1
4,物価高騰対策で最優先すべきこと,物価高騰対策として、いま政府が最優先で取り組むべきことは、次のうちどれだと考えますか。,保守,減税,4,4,1.0
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,参政,回答なし,81,85,0.9529411764705882
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,参政,回答しない,4,85,0.047058823529411764
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,自民,回答なし,206,266,0.7744360902255639
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,自民,回答しない,60,266,0.22556390977443608
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,共産,回答しない,161,213,0.755868544600939
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,共産,回答なし,52,213,0.24413145539906103
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,維新,回答しない,93,163,0.5705521472392638
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,維新,回答なし,70,163,0.4294478527607362
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,立民,回答なし,169,207,0.8164251207729468
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,立民,回答しない,38,207,0.18357487922705315
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,無,回答なし,69,81,0.8518518518518519
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,無,回答しない,12,81,0.14814814814814814
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,公明,回答なし,8,11,0.7272727272727273
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,公明,回答しない,3,11,0.2727272727272727
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,国民,回答なし,40,41,0.975609756097561
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,国民,回答しない,1,41,0.024390243902439025
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,れいわ,回答なし,19,19,1.0
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,みんな,回答なし,5,6,0.8333333333333334
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,みんな,回答しない,1,6,0.16666666666666666
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,諸派,回答なし,7,7,1.0
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,社民,回答なし,9,10,0.9
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,社民,回答しない,1,10,0.1
5,基礎的財政収支　黒字化への考え方,政府は、政策にあてる経費を借金に頼らず税収などでどれだけまかなえるかを示す「基礎的財政収支」を、来年度に黒字化する目標を掲げています。これについて、あなたの考えはどちらに近いですか。,保守,回答なし,4,4,1.0
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,参政,回答しない,29,85,0.3411764705882353
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,参政,賛成,28,85,0.32941176470588235
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,参政,反対,28,85,0.32941176470588235
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,自民,回答しない,134,266,0.5037593984962406
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,自民,賛成,73,266,0.2744360902255639
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,自民,反対,57,266,0.21428571428571427
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,自民,回答なし,2,266,0.007518796992481203
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,共産,賛成,213,213,1.0
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,維新,反対,101,163,0.6196319018404908
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,維新,賛成,38,163,0.2331288343558282
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,維新,回答しない,24,163,0.147239263803681
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,立民,賛成,188,207,0.9082125603864735
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,立民,回答しない,18,207,0.08695652173913043
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,立民,反対,1,207,0.004830917874396135
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,無,賛成,42,81,0.5185185185185185
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,無,回答しない,20,81,0.24691358024691357
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,無,反対,16,81,0.19753086419753085
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,無,回答なし,3,81,0.037037037037037035
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,公明,賛成,7,11,0.6363636363636364
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,公明,回答しない,4,11,0.36363636363636365
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,国民,賛成,23,41,0.5609756097560976
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,国民,回答しない,13,41,0.3170731707317073
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,国民,反対,4,41,0.0975609756097561
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,国民,回答なし,1,41,0.024390243902439025
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,れいわ,賛成,19,19,1.0
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,みんな,賛成,3,6,0.5
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,みんな,反対,2,6,0.3333333333333333
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,みんな,回答しない,1,6,0.16666666666666666
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,諸派,賛成,4,7,0.5714285714285714
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,諸派,反対,2,7,0.2857142857142857
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,諸派,回答しない,1,7,0.14285714285714285
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,社民,賛成,10,10,1.0
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,保守,反対,3,4,0.75
6,大企業・富裕層への課税強化賛否,大企業や所得が多い人への課税を強化し、国の財源にあてることに賛成ですか。反対ですか。,保守,回答しない,1,4,0.25
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,参政,その他,59,85,0.6941176470588235
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,参政,給付を抑制して、負担を増やさないようにすべき,15,85,0.17647058823529413
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,参政,回答しない,5,85,0.058823529411764705
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,参政,所得が多い人の負担を増やすべき,5,85,0.058823529411764705
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,参政,高齢者の負担を増やすべき,1,85,0.011764705882352941
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,自民,その他,122,266,0.45864661654135336
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,自民,所得が多い人の負担を増やすべき,86,266,0.3233082706766917
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,自民,回答しない,30,266,0.11278195488721804
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,自民,給付を抑制して、負担を増やさないようにすべき,23,266,0.08646616541353383
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,自民,高齢者の負担を増やすべき,3,266,0.011278195488721804
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,自民,回答なし,2,266,0.007518796992481203
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,共産,所得が多い人の負担を増やすべき,152,213,0.7136150234741784
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,共産,その他,60,213,0.28169014084507044
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,共産,回答しない,1,213,0.004694835680751174
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,維新,その他,113,163,0.6932515337423313
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,維新,所得が多い人の負担を増やすべき,27,163,0.1656441717791411
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,維新,高齢者の負担を増やすべき,10,163,0.06134969325153374
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,維新,給付を抑制して、負担を増やさないようにすべき,9,163,0.05521472392638037
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,維新,回答しない,4,163,0.024539877300613498
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,立民,所得が多い人の負担を増やすべき,158,207,0.7632850241545893
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,立民,その他,46,207,0.2222222222222222
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,立民,給付を抑制して、負担を増やさないようにすべき,3,207,0.014492753623188406
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,無,所得が多い人の負担を増やすべき,31,81,0.38271604938271603
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,無,その他,27,81,0.3333333333333333
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,無,給付を抑制して、負担を増やさないようにすべき,15,81,0.18518518518518517
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,無,回答しない,4,81,0.04938271604938271
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,無,回答なし,3,81,0.037037037037037035
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,無,高齢者の負担を増やすべき,1,81,0.012345679012345678
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,公明,所得が多い人の負担を増やすべき,7,11,0.6363636363636364
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,公明,回答しない,2,11,0.18181818181818182
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,公明,その他,2,11,0.18181818181818182
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,国民,所得が多い人の負担を増やすべき,18,41,0.43902439024390244
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,国民,その他,10,41,0.24390243902439024
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,国民,給付を抑制して、負担を増やさないようにすべき,9,41,0.21951219512195122
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,国民,高齢者の負担を増やすべき,3,41,0.07317073170731707
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,国民,回答なし,1,41,0.024390243902439025
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,れいわ,その他,19,19,1.0
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,みんな,所得が多い人の負担を増やすべき,2,6,0.3333333333333333
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,みんな,その他,1,6,0.16666666666666666
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,みんな,給付を抑制して、負担を増やさないようにすべき,1,6,0.16666666666666666
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,みんな,回答しない,1,6,0.16666666666666666
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,みんな,高齢者の負担を増やすべき,1,6,0.16666666666666666
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,諸派,所得が多い人の負担を増やすべき,3,7,0.42857142857142855
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,諸派,その他,2,7,0.2857142857142857
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,諸派,高齢者の負担を増やすべき,1,7,0.14285714285714285
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,諸派,回答しない,1,7,0.14285714285714285
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,社民,所得が多い人の負担を増やすべき,8,10,0.8
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,社民,その他,2,10,0.2
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,保守,給付を抑制して、負担を増やさないようにすべき,3,4,0.75
7,社会保険料負担への考え方,少子高齢化が進む中での社会保険料の負担のあり方について、あなたの考えに最も近いものはどれですか。,保守,その他,1,4,0.25
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,参政,廃止すべきでない,74,85,0.8705882352941177
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,参政,廃止時期を延期すべき,7,85,0.08235294117647059
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,参政,回答しない,3,85,0.03529411764705882
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,参政,方針通り廃止すべき,1,85,0.011764705882352941
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,自民,方針通り廃止すべき,153,266,0.575187969924812
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,自民,廃止時期を延期すべき,72,266,0.2706766917293233
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,自民,回答しない,36,266,0.13533834586466165
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,自民,廃止すべきでない,3,266,0.011278195488721804
8,マイナ保険証で保険証廃止の是非,マイナンバーカードと保険証の一体化にともない、いまの健康保険証を12月に廃止する政府の方針についてどう考えますか。,自民,回答なし,2,266,0.007518796992481203
